5_8S_rRNA	chr1/100351582-100351734	738949.276190476
5_8S_rRNA	chr1/100385790-100385933	581637.466666666
5S_rRNA	chr1/63906594-63906712	9.80952380952381
5S_rRNA	chr1/131367145-131367263	52.8857142857143
5S_rRNA	chr1/165461141-165461267	13.0095238095238
5S_rRNA	chr2/17959488-17959607	2.71428571428571
5S_rRNA	chr2/28262109-28262219	2.71428571428571
5S_rRNA	chr2/45053822-45053940	14684.1428571429
5S_rRNA	chr2/86473305-86473422	0
5S_rRNA	chr2/134650521-134650636	0
5S_rRNA	chr2/140114709-140114816	2.28571428571428
5S_rRNA	chr23/979937-980053	0
5S_rRNA	chr24/1029528-1029634	1.14285714285714
5S_rRNA	chr4/2280807-2280927	122.885714285714
5S_rRNA	chr5/38275490-38275607	10
5S_rRNA	chr6/8040779-8040897	15116.8666666667
5S_rRNA	chr6/19630808-19630905	77.7428571428571
5S_rRNA	chr8/18300631-18300748	0
5S_rRNA	chr9/385995-386113	21756.2666666667
5S_rRNA	chr9/469320-469438	23427.8761904762
5S_rRNA	chr9/2893956-2894074	21677.7142857143
5S_rRNA	chrZ/21187678-21187790	0
7SK	chr1/22902841-22903074	12.7714285714286
7SK	chr1/50354165-50354490	11.0952380952381
7SK	chr13/985797-985874	53.5904761904762
7SK	chr2/52824738-52825051	1.42857142857143
7SK	chr2/147262769-147263098	0
7SK	chr3/87768167-87768495	1505.85714285714
7SK	chr4/23306532-23306819	67
7SK	chr5/3729701-3730025	1.28571428571428
7SK	chrZ/71435608-71435915	0.285714285714286
ACA64	chr14/6135956-6136087	327.371428571429
Antizyme_FSE	chr10/641153-641208	4313.73333333334
Antizyme_FSE	chr28/1932387-1932445	30951.0857142857
BC040587	chr1/81181695-81181838	8.47619047619047
CAESAR	chr3/56640854-56640926	2597.97142857143
DLEU2_5	chr1/168710556-168710634	15.2
DLG2-AS1_2	chr3/102982272-102982477	0
EGOT	chr12/18487815-18488177	3.96190476190476
Evf-2_5p	chr2/24577424-24577521	72.8571428571429
GABA3	chr1/130622158-130622211	59.8
GABA3	chr13/6539557-6539610	126.180952380952
GABA3	chr13/6638704-6638757	38.2571428571429
GABA3	chr4/10773039-10773092	539.552380952382
GABA3	chr4/66561764-66561817	25.5619047619048
GABA3	chr4/66723132-66723185	137.647619047619
Hammerhead_HH9	chr2/56107684-56107760	1.81904761904762
Hammerhead_HH9	chr3/104405594-104405675	1.06666666666667
Hammerhead_HH9	chrZ/35038824-35038900	7.67619047619047
HAR1A	chr20/8924417-8924534	2.57142857142857
Histone3	chr1/47925050-47925094	34.1238095238095
Histone3	chr1/47927655-47927699	20.6857142857143
Histone3	chr1/47928653-47928699	124.2
Histone3	chr1/47932772-47932817	199.114285714286
Histone3	chr1/47933657-47933703	31.5714285714286
Histone3	chr1/47935409-47935455	24.3619047619048
Histone3	chr1/47936090-47936135	89.7333333333333
Histone3	chr1/47943765-47943810	39.1142857142857
Histone3	chr1/47944975-47945019	63.847619047619
Histone3	chr1/47946605-47946651	72.8285714285714
Histone3	chr1/47953802-47953846	351.190476190476
Histone3	chr1/47958529-47958573	49.5714285714286
Histone3	chr1/47959749-47959794	568.4
Histone3	chr1/47960961-47961006	271.390476190476
Histone3	chr1/47973684-47973728	76.7714285714286
Histone3	chr1/47975388-47975434	293.723809523809
Histone3	chr1/47978423-47978468	74.847619047619
Histone3	chr1/47980592-47980636	780.057142857142
Histone3	chr1/47986708-47986753	26.6666666666667
Histone3	chr1/47994503-47994547	36.1333333333333
Histone3	chr1/47995710-47995755	32.4952380952381
Histone3	chr1/47997841-47997885	36.0952380952381
Histone3	chr1/48009491-48009536	4743.23809523809
Histone3	chr1/48010383-48010427	256.771428571428
Histone3	chr1/48011610-48011654	581.771428571429
Histone3	chr1/48016642-48016687	31.4952380952381
Histone3	chr1/48017865-48017910	480.990476190476
Histone3	chr1/48026261-48026306	100.8
Histone3	chr1/48026805-48026849	54.8857142857143
Histone3	chr1/48028024-48028069	380.685714285714
Histone3	chr1/48029884-48029930	27.4285714285714
Histone3	chr1/48030294-48030340	32.5619047619048
Histone3	chr1/48031911-48031956	358.761904761905
Histone3	chr1/48033109-48033154	50.0476190476191
Histone3	chr1/48033534-48033579	81.4380952380952
Histone3	chr24/33494-33539	547.638095238094
HOTAIRM1_2	chr2/32795929-32796148	294
HOTTIP_2	chr2/32898944-32899052	0.857142857142857
HOTTIP_2	chr2/33011707-33011815	0.857142857142857
HOTTIP_2	chr2/33192479-33192587	0.857142857142857
HOXA11-AS1_2	chr2/32881689-32881864	45.5714285714286
HOXA11-AS1_2	chr2/32994452-32994627	45.1428571428571
HOXA11-AS1_2	chr2/33175223-33175398	44.8571428571429
HOXA11-AS1_4	chr2/32882651-32882883	42.7142857142857
HOXA11-AS1_4	chr2/32995414-32995646	42.5714285714286
HOXA11-AS1_4	chr2/33176185-33176417	42.2857142857143
HOXA11-AS1_5	chr2/32883546-32883728	7.28571428571429
HOXA11-AS1_5	chr2/32996309-32996491	7.14285714285714
HOXA11-AS1_5	chr2/33177080-33177262	7
IRE_I	chr5/16154179-16154214	58473.1047619048
IRE_II	chr1/49486009-49486039	2008.9619047619
IRE_II	chr9/14422493-14422523	1910.70476190476
IRE_II	chr9/14422549-14422579	2855.21904761905
IRE_II	chr9/14423036-14423066	1325.88571428572
IRE_II	chr9/14423147-14423177	1776.92380952381
IRES_APC	chrZ/45878828-45878884	533.990476190476
IRES_Cx43	chr3/61230285-61230482	18025.1428571429
K_chan_RES	chr1/23306652-23306765	216.27619047619
K_chan_RES	chr1/37563972-37564085	486.980952380953
K_chan_RES	chr1/73671508-73671621	35.1809523809524
K_chan_RES	chr1/73762938-73763051	168.752380952381
K_chan_RES	chr2/117311306-117311419	140.057142857143
K_chan_RES	chr20/5526660-5526773	257.857142857143
K_chan_RES	chr20/6874038-6874151	276.580952380952
K_chan_RES	chr26/1315853-1315966	430.552380952381
K_chan_RES	chr26/1381666-1381779	49.0761904761905
K_chan_RES	chr26/1413267-1413380	351.114285714285
K_chan_RES	chr26/1435290-1435403	445.285714285714
K_chan_RES	chr26/3263267-3263380	63.5428571428572
K_chan_RES	chr3/96580656-96580769	109.485714285714
K_chan_RES	chr3/99942490-99942600	247.838095238095
K_chan_RES	chr5/4504514-4504627	41.2666666666666
K_chan_RES	chr5/11678926-11679039	112.838095238095
let-7	chr1/33019227-33019312	141087.180952381
let-7	chr1/71371144-71371228	423827.161904762
let-7	chr1/71371975-71372063	78018.5142857144
let-7	chr1/98348229-98348306	64447.5619047619
let-7	chr12/2982073-2982165	93731.3904761905
let-7	chr12/6076936-6077027	4424.32380952381
let-7	chr12/6077973-6078062	504701.447619047
let-7	chr12/6078390-6078475	419748.580952381
let-7	chr24/3338931-3339012	386125.314285714
let-7	chr26/1591917-1592002	390936.361904762
let-7	chr26/1592121-1592204	128798.666666667
Metazoa_SRP	chr5/57480545-57480844	2795.57142857143
Metazoa_SRP	chr5/57585855-57586154	2643.85714285714
Metazoa_SRP	chr5/57587570-57587868	47.8571428571428
Metazoa_SRP	chr5/57588688-57588986	27.7142857142857
mir-1	chr2/102179980-102180063	73448.4
mir-1	chr20/8472258-8472341	74372.9619047619
mir-1	chr23/4294311-4294380	3102.29523809523
mir-7	chr28/4641012-4641104	25501.9047619047
mir-7	chrZ/39936997-39937093	28212.4666666666
mir-9	chr10/12426764-12426850	557490.952380952
mir-9	chr25/558821-558907	507648.066666666
mir-9	chr28/3378849-3378931	1438974.06666667
mir-9	chrZ/60293371-60293455	831316.657142857
mir-10	chr27/3620202-3620299	4375666.33333333
mir-10	chr7/15780527-15780628	1562941.5047619
mir-15	chr1/168694689-168694772	46934.2761904762
mir-15	chr4/4023820-4023902	13095.8571428572
mir-15	chr9/21653586-21653671	12508.7714285714
mir-16	chr1/168694545-168694629	101399.80952381
mir-16	chr4/4023450-4023535	10298.8571428572
mir-16	chr9/21653414-21653498	102014.266666667
mir-17	chr1/147253839-147253923	21450.9904761905
mir-18	chr1/147253686-147253774	5626.25714285714
mir-18	chr4/3946499-3946579	1338.79047619048
mir-19	chr1/147253243-147253324	68953.1904761905
